year,lad_code,lad_name,region,nation,median_gross_annual_earnings
2023,N09000001,Antrim and Newtownabbey,Northern Ireland,N,33357.0
2024,N09000001,Antrim and Newtownabbey,Northern Ireland,N,34358.0
2010,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,20132.0
2011,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,20696.0
2012,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,21275.0
2013,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,21871.0
2014,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,22483.0
2015,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,23113.0
2016,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,23806.0
2017,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,24520.0
2018,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,25256.0
2019,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,26014.0
2020,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,26794.0
2021,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,27598.0
2022,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,28426.0
2023,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,29278.0
2024,N09000002,"Armagh City, Banbridge and Craigavon",Northern Ireland,N,30157.0
2010,N09000003,Belfast,Northern Ireland,N,21394.0
2011,N09000003,Belfast,Northern Ireland,N,21993.0
2012,N09000003,Belfast,Northern Ireland,N,22609.0
2013,N09000003,Belfast,Northern Ireland,N,23242.0
2014,N09000003,Belfast,Northern Ireland,N,23893.0
2015,N09000003,Belfast,Northern Ireland,N,24562.0
2016,N09000003,Belfast,Northern Ireland,N,25299.0
2017,N09000003,Belfast,Northern Ireland,N,26057.0
2018,N09000003,Belfast,Northern Ireland,N,26839.0
2019,N09000003,Belfast,Northern Ireland,N,27644.0
2020,N09000003,Belfast,Northern Ireland,N,28474.0
2021,N09000003,Belfast,Northern Ireland,N,29328.0
2022,N09000003,Belfast,Northern Ireland,N,30208.0
2023,N09000003,Belfast,Northern Ireland,N,31114.0
2024,N09000003,Belfast,Northern Ireland,N,32047.0
2010,N09000004,Causeway Coast and Glens,Northern Ireland,N,21016.0
2011,N09000004,Causeway Coast and Glens,Northern Ireland,N,21605.0
2012,N09000004,Causeway Coast and Glens,Northern Ireland,N,22210.0
2013,N09000004,Causeway Coast and Glens,Northern Ireland,N,22832.0
2014,N09000004,Causeway Coast and Glens,Northern Ireland,N,23471.0
2015,N09000004,Causeway Coast and Glens,Northern Ireland,N,24128.0
2016,N09000004,Causeway Coast and Glens,Northern Ireland,N,24852.0
2017,N09000004,Causeway Coast and Glens,Northern Ireland,N,25597.0
2018,N09000004,Causeway Coast and Glens,Northern Ireland,N,26365.0
2019,N09000004,Causeway Coast and Glens,Northern Ireland,N,27156.0
2020,N09000004,Causeway Coast and Glens,Northern Ireland,N,27971.0
2021,N09000004,Causeway Coast and Glens,Northern Ireland,N,28810.0
2022,N09000004,Causeway Coast and Glens,Northern Ireland,N,29674.0
2023,N09000004,Causeway Coast and Glens,Northern Ireland,N,30564.0
2024,N09000004,Causeway Coast and Glens,Northern Ireland,N,31481.0
2010,N09000005,Derry City and Strabane,Northern Ireland,N,21400.0
2011,N09000005,Derry City and Strabane,Northern Ireland,N,21999.0
2012,N09000005,Derry City and Strabane,Northern Ireland,N,22615.0
2013,N09000005,Derry City and Strabane,Northern Ireland,N,23248.0
2014,N09000005,Derry City and Strabane,Northern Ireland,N,23899.0
2015,N09000005,Derry City and Strabane,Northern Ireland,N,24568.0
2016,N09000005,Derry City and Strabane,Northern Ireland,N,25305.0
2017,N09000005,Derry City and Strabane,Northern Ireland,N,26064.0
2018,N09000005,Derry City and Strabane,Northern Ireland,N,26846.0
2019,N09000005,Derry City and Strabane,Northern Ireland,N,27652.0
2020,N09000005,Derry City and Strabane,Northern Ireland,N,28481.0
2021,N09000005,Derry City and Strabane,Northern Ireland,N,29336.0
2022,N09000005,Derry City and Strabane,Northern Ireland,N,30216.0
2023,N09000005,Derry City and Strabane,Northern Ireland,N,31122.0
2024,N09000005,Derry City and Strabane,Northern Ireland,N,32056.0
2010,N09000006,Fermanagh and Omagh,Northern Ireland,N,22199.0
2011,N09000006,Fermanagh and Omagh,Northern Ireland,N,22821.0
2012,N09000006,Fermanagh and Omagh,Northern Ireland,N,23460.0
2013,N09000006,Fermanagh and Omagh,Northern Ireland,N,24117.0
2014,N09000006,Fermanagh and Omagh,Northern Ireland,N,24792.0
2015,N09000006,Fermanagh and Omagh,Northern Ireland,N,25486.0
2016,N09000006,Fermanagh and Omagh,Northern Ireland,N,26251.0
2017,N09000006,Fermanagh and Omagh,Northern Ireland,N,27038.0
2018,N09000006,Fermanagh and Omagh,Northern Ireland,N,27849.0
2019,N09000006,Fermanagh and Omagh,Northern Ireland,N,28685.0
2020,N09000006,Fermanagh and Omagh,Northern Ireland,N,29546.0
2021,N09000006,Fermanagh and Omagh,Northern Ireland,N,30432.0
2022,N09000006,Fermanagh and Omagh,Northern Ireland,N,31345.0
2023,N09000006,Fermanagh and Omagh,Northern Ireland,N,32285.0
2024,N09000006,Fermanagh and Omagh,Northern Ireland,N,33254.0
2010,N09000007,Lisburn and Castlereagh,Northern Ireland,N,20387.0
2011,N09000007,Lisburn and Castlereagh,Northern Ireland,N,20958.0
2012,N09000007,Lisburn and Castlereagh,Northern Ireland,N,21545.0
2013,N09000007,Lisburn and Castlereagh,Northern Ireland,N,22148.0
2014,N09000007,Lisburn and Castlereagh,Northern Ireland,N,22768.0
2015,N09000007,Lisburn and Castlereagh,Northern Ireland,N,23406.0
2016,N09000007,Lisburn and Castlereagh,Northern Ireland,N,24108.0
2017,N09000007,Lisburn and Castlereagh,Northern Ireland,N,24832.0
2018,N09000007,Lisburn and Castlereagh,Northern Ireland,N,25576.0
2019,N09000007,Lisburn and Castlereagh,Northern Ireland,N,26344.0
2020,N09000007,Lisburn and Castlereagh,Northern Ireland,N,27134.0
2021,N09000007,Lisburn and Castlereagh,Northern Ireland,N,27948.0
2022,N09000007,Lisburn and Castlereagh,Northern Ireland,N,28787.0
2023,N09000007,Lisburn and Castlereagh,Northern Ireland,N,29650.0
2024,N09000007,Lisburn and Castlereagh,Northern Ireland,N,30540.0
2010,N09000008,Mid and East Antrim,Northern Ireland,N,19935.0
2011,N09000008,Mid and East Antrim,Northern Ireland,N,20494.0
2012,N09000008,Mid and East Antrim,Northern Ireland,N,21067.0
2013,N09000008,Mid and East Antrim,Northern Ireland,N,21657.0
2014,N09000008,Mid and East Antrim,Northern Ireland,N,22264.0
2015,N09000008,Mid and East Antrim,Northern Ireland,N,22887.0
2016,N09000008,Mid and East Antrim,Northern Ireland,N,23574.0
2017,N09000008,Mid and East Antrim,Northern Ireland,N,24281.0
2018,N09000008,Mid and East Antrim,Northern Ireland,N,25010.0
2019,N09000008,Mid and East Antrim,Northern Ireland,N,25760.0
2020,N09000008,Mid and East Antrim,Northern Ireland,N,26533.0
2021,N09000008,Mid and East Antrim,Northern Ireland,N,27329.0
2022,N09000008,Mid and East Antrim,Northern Ireland,N,28149.0
2023,N09000008,Mid and East Antrim,Northern Ireland,N,28993.0
2024,N09000008,Mid and East Antrim,Northern Ireland,N,29863.0
2010,N09000009,Mid Ulster,Northern Ireland,N,20311.0
2011,N09000009,Mid Ulster,Northern Ireland,N,20879.0
2012,N09000009,Mid Ulster,Northern Ireland,N,21464.0
2013,N09000009,Mid Ulster,Northern Ireland,N,22065.0
2014,N09000009,Mid Ulster,Northern Ireland,N,22683.0
2015,N09000009,Mid Ulster,Northern Ireland,N,23318.0
2016,N09000009,Mid Ulster,Northern Ireland,N,24017.0
2017,N09000009,Mid Ulster,Northern Ireland,N,24738.0
2018,N09000009,Mid Ulster,Northern Ireland,N,25480.0
2019,N09000009,Mid Ulster,Northern Ireland,N,26244.0
2020,N09000009,Mid Ulster,Northern Ireland,N,27032.0
2021,N09000009,Mid Ulster,Northern Ireland,N,27843.0
2022,N09000009,Mid Ulster,Northern Ireland,N,28678.0
2023,N09000009,Mid Ulster,Northern Ireland,N,29538.0
2024,N09000009,Mid Ulster,Northern Ireland,N,30424.0
2010,N09000010,"Newry, Mourne and Down",Northern Ireland,N,20569.0
2011,N09000010,"Newry, Mourne and Down",Northern Ireland,N,21144.0
2012,N09000010,"Newry, Mourne and Down",Northern Ireland,N,21737.0
2013,N09000010,"Newry, Mourne and Down",Northern Ireland,N,22345.0
2014,N09000010,"Newry, Mourne and Down",Northern Ireland,N,22971.0
2015,N09000010,"Newry, Mourne and Down",Northern Ireland,N,23614.0
2016,N09000010,"Newry, Mourne and Down",Northern Ireland,N,24322.0
2017,N09000010,"Newry, Mourne and Down",Northern Ireland,N,25052.0
2018,N09000010,"Newry, Mourne and Down",Northern Ireland,N,25803.0
2019,N09000010,"Newry, Mourne and Down",Northern Ireland,N,26577.0
2020,N09000010,"Newry, Mourne and Down",Northern Ireland,N,27375.0
2021,N09000010,"Newry, Mourne and Down",Northern Ireland,N,28196.0
2022,N09000010,"Newry, Mourne and Down",Northern Ireland,N,29042.0
2023,N09000010,"Newry, Mourne and Down",Northern Ireland,N,29913.0
2024,N09000010,"Newry, Mourne and Down",Northern Ireland,N,30810.0
2010,N09000011,Ards and North Down,Northern Ireland,N,22179.0
2011,N09000011,Ards and North Down,Northern Ireland,N,22800.0
2012,N09000011,Ards and North Down,Northern Ireland,N,23439.0
2013,N09000011,Ards and North Down,Northern Ireland,N,24095.0
2014,N09000011,Ards and North Down,Northern Ireland,N,24769.0
2015,N09000011,Ards and North Down,Northern Ireland,N,25463.0
2016,N09000011,Ards and North Down,Northern Ireland,N,26227.0
2017,N09000011,Ards and North Down,Northern Ireland,N,27013.0
2018,N09000011,Ards and North Down,Northern Ireland,N,27824.0
2019,N09000011,Ards and North Down,Northern Ireland,N,28658.0
2020,N09000011,Ards and North Down,Northern Ireland,N,29518.0
2021,N09000011,Ards and North Down,Northern Ireland,N,30404.0
2022,N09000011,Ards and North Down,Northern Ireland,N,31316.0
2023,N09000011,Ards and North Down,Northern Ireland,N,32255.0
2024,N09000011,Ards and North Down,Northern Ireland,N,33223.0
2010,S12000005,Clackmannanshire,Scotland,S,20046.0
2011,S12000005,Clackmannanshire,Scotland,S,20607.0
2012,S12000005,Clackmannanshire,Scotland,S,21184.0
2013,S12000005,Clackmannanshire,Scotland,S,21777.0
2014,S12000005,Clackmannanshire,Scotland,S,22387.0
2015,S12000005,Clackmannanshire,Scotland,S,23014.0
2016,S12000005,Clackmannanshire,Scotland,S,23704.0
2017,S12000005,Clackmannanshire,Scotland,S,24416.0
2018,S12000005,Clackmannanshire,Scotland,S,25148.0
2019,S12000005,Clackmannanshire,Scotland,S,25902.0
2020,S12000005,Clackmannanshire,Scotland,S,26680.0
2021,S12000005,Clackmannanshire,Scotland,S,27480.0
2022,S12000005,Clackmannanshire,Scotland,S,28304.0
2023,S12000005,Clackmannanshire,Scotland,S,29153.0
2024,S12000005,Clackmannanshire,Scotland,S,30028.0
2010,S12000006,Dumfries and Galloway,Scotland,S,23482.0
2011,S12000006,Dumfries and Galloway,Scotland,S,24140.0
2012,S12000006,Dumfries and Galloway,Scotland,S,24816.0
2013,S12000006,Dumfries and Galloway,Scotland,S,25510.0
2014,S12000006,Dumfries and Galloway,Scotland,S,26225.0
2015,S12000006,Dumfries and Galloway,Scotland,S,26959.0
2016,S12000006,Dumfries and Galloway,Scotland,S,27767.0
2017,S12000006,Dumfries and Galloway,Scotland,S,28600.0
2018,S12000006,Dumfries and Galloway,Scotland,S,29458.0
2019,S12000006,Dumfries and Galloway,Scotland,S,30342.0
2020,S12000006,Dumfries and Galloway,Scotland,S,31252.0
2021,S12000006,Dumfries and Galloway,Scotland,S,32190.0
2022,S12000006,Dumfries and Galloway,Scotland,S,33156.0
2023,S12000006,Dumfries and Galloway,Scotland,S,34150.0
2024,S12000006,Dumfries and Galloway,Scotland,S,35175.0
2010,S12000008,East Ayrshire,Scotland,S,24988.0
2011,S12000008,East Ayrshire,Scotland,S,25688.0
2012,S12000008,East Ayrshire,Scotland,S,26407.0
2013,S12000008,East Ayrshire,Scotland,S,27147.0
2014,S12000008,East Ayrshire,Scotland,S,27907.0
2015,S12000008,East Ayrshire,Scotland,S,28688.0
2016,S12000008,East Ayrshire,Scotland,S,29549.0
2017,S12000008,East Ayrshire,Scotland,S,30436.0
2018,S12000008,East Ayrshire,Scotland,S,31349.0
2019,S12000008,East Ayrshire,Scotland,S,32289.0
2020,S12000008,East Ayrshire,Scotland,S,33258.0
2021,S12000008,East Ayrshire,Scotland,S,34255.0
2022,S12000008,East Ayrshire,Scotland,S,35283.0
2023,S12000008,East Ayrshire,Scotland,S,36342.0
2024,S12000008,East Ayrshire,Scotland,S,37432.0
2010,S12000010,East Lothian,Scotland,S,25551.0
2011,S12000010,East Lothian,Scotland,S,26266.0
2012,S12000010,East Lothian,Scotland,S,27002.0
2013,S12000010,East Lothian,Scotland,S,27758.0
2014,S12000010,East Lothian,Scotland,S,28535.0
2015,S12000010,East Lothian,Scotland,S,29334.0
2016,S12000010,East Lothian,Scotland,S,30214.0
2017,S12000010,East Lothian,Scotland,S,31121.0
2018,S12000010,East Lothian,Scotland,S,32054.0
2019,S12000010,East Lothian,Scotland,S,33016.0
2020,S12000010,East Lothian,Scotland,S,34007.0
2021,S12000010,East Lothian,Scotland,S,35027.0
2022,S12000010,East Lothian,Scotland,S,36078.0
2023,S12000010,East Lothian,Scotland,S,37160.0
2024,S12000010,East Lothian,Scotland,S,38275.0
2010,S12000011,East Renfrewshire,Scotland,S,24122.0
2011,S12000011,East Renfrewshire,Scotland,S,24797.0
2012,S12000011,East Renfrewshire,Scotland,S,25491.0
2013,S12000011,East Renfrewshire,Scotland,S,26205.0
2014,S12000011,East Renfrewshire,Scotland,S,26939.0
2015,S12000011,East Renfrewshire,Scotland,S,27693.0
2016,S12000011,East Renfrewshire,Scotland,S,28524.0
2017,S12000011,East Renfrewshire,Scotland,S,29380.0
2018,S12000011,East Renfrewshire,Scotland,S,30261.0
2019,S12000011,East Renfrewshire,Scotland,S,31169.0
2020,S12000011,East Renfrewshire,Scotland,S,32104.0
2021,S12000011,East Renfrewshire,Scotland,S,33067.0
2022,S12000011,East Renfrewshire,Scotland,S,34059.0
2023,S12000011,East Renfrewshire,Scotland,S,35081.0
2024,S12000011,East Renfrewshire,Scotland,S,36133.0
2010,S12000013,Na h-Eileanan Siar,Scotland,S,21569.0
2011,S12000013,Na h-Eileanan Siar,Scotland,S,22173.0
2012,S12000013,Na h-Eileanan Siar,Scotland,S,22794.0
2013,S12000013,Na h-Eileanan Siar,Scotland,S,23432.0
2014,S12000013,Na h-Eileanan Siar,Scotland,S,24089.0
2015,S12000013,Na h-Eileanan Siar,Scotland,S,24763.0
2016,S12000013,Na h-Eileanan Siar,Scotland,S,25506.0
2017,S12000013,Na h-Eileanan Siar,Scotland,S,26271.0
2018,S12000013,Na h-Eileanan Siar,Scotland,S,27059.0
2019,S12000013,Na h-Eileanan Siar,Scotland,S,27871.0
2020,S12000013,Na h-Eileanan Siar,Scotland,S,28707.0
2021,S12000013,Na h-Eileanan Siar,Scotland,S,29568.0
2022,S12000013,Na h-Eileanan Siar,Scotland,S,30455.0
2023,S12000013,Na h-Eileanan Siar,Scotland,S,31369.0
2024,S12000013,Na h-Eileanan Siar,Scotland,S,32310.0
2010,S12000014,Falkirk,Scotland,S,21946.0
2011,S12000014,Falkirk,Scotland,S,22560.0
2012,S12000014,Falkirk,Scotland,S,23192.0
2013,S12000014,Falkirk,Scotland,S,23841.0
2014,S12000014,Falkirk,Scotland,S,24509.0
2015,S12000014,Falkirk,Scotland,S,25195.0
2016,S12000014,Falkirk,Scotland,S,25951.0
2017,S12000014,Falkirk,Scotland,S,26730.0
2018,S12000014,Falkirk,Scotland,S,27532.0
2019,S12000014,Falkirk,Scotland,S,28358.0
2020,S12000014,Falkirk,Scotland,S,29208.0
2021,S12000014,Falkirk,Scotland,S,30085.0
2022,S12000014,Falkirk,Scotland,S,30987.0
2023,S12000014,Falkirk,Scotland,S,31917.0
2024,S12000014,Falkirk,Scotland,S,32874.0
2010,S12000015,Fife,Scotland,S,24043.0
2011,S12000015,Fife,Scotland,S,24716.0
2012,S12000015,Fife,Scotland,S,25408.0
2013,S12000015,Fife,Scotland,S,26120.0
2014,S12000015,Fife,Scotland,S,26851.0
2015,S12000015,Fife,Scotland,S,27603.0
2016,S12000015,Fife,Scotland,S,28431.0
2017,S12000015,Fife,Scotland,S,29284.0
2018,S12000015,Fife,Scotland,S,30163.0
2019,S12000015,Fife,Scotland,S,31068.0
2020,S12000015,Fife,Scotland,S,32000.0
2021,S12000015,Fife,Scotland,S,32960.0
2022,S12000015,Fife,Scotland,S,33949.0
2023,S12000015,Fife,Scotland,S,34967.0
2024,S12000015,Fife,Scotland,S,36016.0
2010,S12000017,Highland,Scotland,S,23075.0
2011,S12000017,Highland,Scotland,S,23722.0
2012,S12000017,Highland,Scotland,S,24386.0
2013,S12000017,Highland,Scotland,S,25069.0
2014,S12000017,Highland,Scotland,S,25770.0
2015,S12000017,Highland,Scotland,S,26492.0
2016,S12000017,Highland,Scotland,S,27287.0
2017,S12000017,Highland,Scotland,S,28105.0
2018,S12000017,Highland,Scotland,S,28948.0
2019,S12000017,Highland,Scotland,S,29817.0
2020,S12000017,Highland,Scotland,S,30711.0
2021,S12000017,Highland,Scotland,S,31633.0
2022,S12000017,Highland,Scotland,S,32582.0
2023,S12000017,Highland,Scotland,S,33559.0
2024,S12000017,Highland,Scotland,S,34566.0
2010,S12000018,Inverclyde,Scotland,S,25877.0
2011,S12000018,Inverclyde,Scotland,S,26601.0
2012,S12000018,Inverclyde,Scotland,S,27346.0
2013,S12000018,Inverclyde,Scotland,S,28112.0
2014,S12000018,Inverclyde,Scotland,S,28899.0
2015,S12000018,Inverclyde,Scotland,S,29708.0
2016,S12000018,Inverclyde,Scotland,S,30600.0
2017,S12000018,Inverclyde,Scotland,S,31518.0
2018,S12000018,Inverclyde,Scotland,S,32463.0
2019,S12000018,Inverclyde,Scotland,S,33437.0
2020,S12000018,Inverclyde,Scotland,S,34440.0
2021,S12000018,Inverclyde,Scotland,S,35473.0
2022,S12000018,Inverclyde,Scotland,S,36538.0
2023,S12000018,Inverclyde,Scotland,S,37634.0
2024,S12000018,Inverclyde,Scotland,S,38763.0
2010,S12000019,Midlothian,Scotland,S,21423.0
2011,S12000019,Midlothian,Scotland,S,22023.0
2012,S12000019,Midlothian,Scotland,S,22640.0
2013,S12000019,Midlothian,Scotland,S,23273.0
2014,S12000019,Midlothian,Scotland,S,23925.0
2015,S12000019,Midlothian,Scotland,S,24595.0
2016,S12000019,Midlothian,Scotland,S,25333.0
2017,S12000019,Midlothian,Scotland,S,26093.0
2018,S12000019,Midlothian,Scotland,S,26876.0
2019,S12000019,Midlothian,Scotland,S,27682.0
2020,S12000019,Midlothian,Scotland,S,28512.0
2021,S12000019,Midlothian,Scotland,S,29368.0
2022,S12000019,Midlothian,Scotland,S,30249.0
2023,S12000019,Midlothian,Scotland,S,31156.0
2024,S12000019,Midlothian,Scotland,S,32091.0
2010,S12000020,Moray,Scotland,S,21545.0
2011,S12000020,Moray,Scotland,S,22148.0
2012,S12000020,Moray,Scotland,S,22768.0
2013,S12000020,Moray,Scotland,S,23406.0
2014,S12000020,Moray,Scotland,S,24061.0
2015,S12000020,Moray,Scotland,S,24735.0
2016,S12000020,Moray,Scotland,S,25477.0
2017,S12000020,Moray,Scotland,S,26242.0
2018,S12000020,Moray,Scotland,S,27029.0
2019,S12000020,Moray,Scotland,S,27840.0
2020,S12000020,Moray,Scotland,S,28675.0
2021,S12000020,Moray,Scotland,S,29535.0
2022,S12000020,Moray,Scotland,S,30421.0
2023,S12000020,Moray,Scotland,S,31334.0
2024,S12000020,Moray,Scotland,S,32274.0
2010,S12000021,North Ayrshire,Scotland,S,23756.0
2011,S12000021,North Ayrshire,Scotland,S,24421.0
2012,S12000021,North Ayrshire,Scotland,S,25105.0
2013,S12000021,North Ayrshire,Scotland,S,25808.0
2014,S12000021,North Ayrshire,Scotland,S,26530.0
2015,S12000021,North Ayrshire,Scotland,S,27273.0
2016,S12000021,North Ayrshire,Scotland,S,28091.0
2017,S12000021,North Ayrshire,Scotland,S,28934.0
2018,S12000021,North Ayrshire,Scotland,S,29802.0
2019,S12000021,North Ayrshire,Scotland,S,30696.0
2020,S12000021,North Ayrshire,Scotland,S,31617.0
2021,S12000021,North Ayrshire,Scotland,S,32565.0
2022,S12000021,North Ayrshire,Scotland,S,33542.0
2023,S12000021,North Ayrshire,Scotland,S,34548.0
2024,S12000021,North Ayrshire,Scotland,S,35585.0
2010,S12000023,Orkney Islands,Scotland,S,25209.0
2011,S12000023,Orkney Islands,Scotland,S,25914.0
2012,S12000023,Orkney Islands,Scotland,S,26640.0
2013,S12000023,Orkney Islands,Scotland,S,27386.0
2014,S12000023,Orkney Islands,Scotland,S,28153.0
2015,S12000023,Orkney Islands,Scotland,S,28941.0
2016,S12000023,Orkney Islands,Scotland,S,29809.0
2017,S12000023,Orkney Islands,Scotland,S,30703.0
2018,S12000023,Orkney Islands,Scotland,S,31624.0
2019,S12000023,Orkney Islands,Scotland,S,32573.0
2020,S12000023,Orkney Islands,Scotland,S,33550.0
2021,S12000023,Orkney Islands,Scotland,S,34557.0
2022,S12000023,Orkney Islands,Scotland,S,35593.0
2023,S12000023,Orkney Islands,Scotland,S,36661.0
2024,S12000023,Orkney Islands,Scotland,S,37761.0
2010,S12000024,Perth and Kinross,Scotland,S,20640.0
2011,S12000024,Perth and Kinross,Scotland,S,21218.0
2012,S12000024,Perth and Kinross,Scotland,S,21812.0
2013,S12000024,Perth and Kinross,Scotland,S,22423.0
2014,S12000024,Perth and Kinross,Scotland,S,23051.0
2015,S12000024,Perth and Kinross,Scotland,S,23696.0
2016,S12000024,Perth and Kinross,Scotland,S,24406.0
2017,S12000024,Perth and Kinross,Scotland,S,25139.0
2018,S12000024,Perth and Kinross,Scotland,S,25893.0
2019,S12000024,Perth and Kinross,Scotland,S,26670.0
2020,S12000024,Perth and Kinross,Scotland,S,27470.0
2021,S12000024,Perth and Kinross,Scotland,S,28294.0
2022,S12000024,Perth and Kinross,Scotland,S,29143.0
2023,S12000024,Perth and Kinross,Scotland,S,30017.0
2024,S12000024,Perth and Kinross,Scotland,S,30917.0
2010,S12000026,Scottish Borders,Scotland,S,20839.0
2011,S12000026,Scottish Borders,Scotland,S,21422.0
2012,S12000026,Scottish Borders,Scotland,S,22022.0
2013,S12000026,Scottish Borders,Scotland,S,22638.0
2014,S12000026,Scottish Borders,Scotland,S,23272.0
2015,S12000026,Scottish Borders,Scotland,S,23924.0
2016,S12000026,Scottish Borders,Scotland,S,24641.0
2017,S12000026,Scottish Borders,Scotland,S,25380.0
2018,S12000026,Scottish Borders,Scotland,S,26142.0
2019,S12000026,Scottish Borders,Scotland,S,26926.0
2020,S12000026,Scottish Borders,Scotland,S,27734.0
2021,S12000026,Scottish Borders,Scotland,S,28566.0
2022,S12000026,Scottish Borders,Scotland,S,29423.0
2023,S12000026,Scottish Borders,Scotland,S,30306.0
2024,S12000026,Scottish Borders,Scotland,S,31215.0
2010,S12000027,Shetland Islands,Scotland,S,24561.0
2011,S12000027,Shetland Islands,Scotland,S,25249.0
2012,S12000027,Shetland Islands,Scotland,S,25956.0
2013,S12000027,Shetland Islands,Scotland,S,26683.0
2014,S12000027,Shetland Islands,Scotland,S,27430.0
2015,S12000027,Shetland Islands,Scotland,S,28198.0
2016,S12000027,Shetland Islands,Scotland,S,29044.0
2017,S12000027,Shetland Islands,Scotland,S,29916.0
2018,S12000027,Shetland Islands,Scotland,S,30813.0
2019,S12000027,Shetland Islands,Scotland,S,31738.0
2020,S12000027,Shetland Islands,Scotland,S,32690.0
2021,S12000027,Shetland Islands,Scotland,S,33670.0
2022,S12000027,Shetland Islands,Scotland,S,34681.0
2023,S12000027,Shetland Islands,Scotland,S,35721.0
2024,S12000027,Shetland Islands,Scotland,S,36793.0
2010,S12000028,South Ayrshire,Scotland,S,25467.0
2011,S12000028,South Ayrshire,Scotland,S,26180.0
2012,S12000028,South Ayrshire,Scotland,S,26913.0
2013,S12000028,South Ayrshire,Scotland,S,27667.0
2014,S12000028,South Ayrshire,Scotland,S,28442.0
2015,S12000028,South Ayrshire,Scotland,S,29238.0
2016,S12000028,South Ayrshire,Scotland,S,30115.0
2017,S12000028,South Ayrshire,Scotland,S,31018.0
2018,S12000028,South Ayrshire,Scotland,S,31949.0
2019,S12000028,South Ayrshire,Scotland,S,32907.0
2020,S12000028,South Ayrshire,Scotland,S,33895.0
2021,S12000028,South Ayrshire,Scotland,S,34912.0
2022,S12000028,South Ayrshire,Scotland,S,35959.0
2023,S12000028,South Ayrshire,Scotland,S,37038.0
2024,S12000028,South Ayrshire,Scotland,S,38149.0
2010,S12000029,South Lanarkshire,Scotland,S,22692.0
2011,S12000029,South Lanarkshire,Scotland,S,23328.0
2012,S12000029,South Lanarkshire,Scotland,S,23981.0
2013,S12000029,South Lanarkshire,Scotland,S,24652.0
2014,S12000029,South Lanarkshire,Scotland,S,25342.0
2015,S12000029,South Lanarkshire,Scotland,S,26052.0
2016,S12000029,South Lanarkshire,Scotland,S,26834.0
2017,S12000029,South Lanarkshire,Scotland,S,27639.0
2018,S12000029,South Lanarkshire,Scotland,S,28468.0
2019,S12000029,South Lanarkshire,Scotland,S,29322.0
2020,S12000029,South Lanarkshire,Scotland,S,30202.0
2021,S12000029,South Lanarkshire,Scotland,S,31108.0
2022,S12000029,South Lanarkshire,Scotland,S,32041.0
2023,S12000029,South Lanarkshire,Scotland,S,33002.0
2024,S12000029,South Lanarkshire,Scotland,S,33993.0
2010,S12000030,Stirling,Scotland,S,24738.0
2011,S12000030,Stirling,Scotland,S,25431.0
2012,S12000030,Stirling,Scotland,S,26143.0
2013,S12000030,Stirling,Scotland,S,26875.0
2014,S12000030,Stirling,Scotland,S,27627.0
2015,S12000030,Stirling,Scotland,S,28401.0
2016,S12000030,Stirling,Scotland,S,29253.0
2017,S12000030,Stirling,Scotland,S,30131.0
2018,S12000030,Stirling,Scotland,S,31035.0
2019,S12000030,Stirling,Scotland,S,31966.0
2020,S12000030,Stirling,Scotland,S,32925.0
2021,S12000030,Stirling,Scotland,S,33912.0
2022,S12000030,Stirling,Scotland,S,34930.0
2023,S12000030,Stirling,Scotland,S,35978.0
2024,S12000030,Stirling,Scotland,S,37057.0
2010,S12000033,Aberdeen City,Scotland,S,23625.0
2011,S12000033,Aberdeen City,Scotland,S,24287.0
2012,S12000033,Aberdeen City,Scotland,S,24967.0
2013,S12000033,Aberdeen City,Scotland,S,25666.0
2014,S12000033,Aberdeen City,Scotland,S,26384.0
2015,S12000033,Aberdeen City,Scotland,S,27123.0
2016,S12000033,Aberdeen City,Scotland,S,27936.0
2017,S12000033,Aberdeen City,Scotland,S,28775.0
2018,S12000033,Aberdeen City,Scotland,S,29638.0
2019,S12000033,Aberdeen City,Scotland,S,30527.0
2020,S12000033,Aberdeen City,Scotland,S,31443.0
2021,S12000033,Aberdeen City,Scotland,S,32386.0
2022,S12000033,Aberdeen City,Scotland,S,33358.0
2023,S12000033,Aberdeen City,Scotland,S,34358.0
2024,S12000033,Aberdeen City,Scotland,S,35389.0
2010,S12000034,Aberdeenshire,Scotland,S,22689.0
2011,S12000034,Aberdeenshire,Scotland,S,23324.0
2012,S12000034,Aberdeenshire,Scotland,S,23977.0
2013,S12000034,Aberdeenshire,Scotland,S,24648.0
